Year,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",tech industry supports employees with mental health issues?,Age,Gender,Country,Do you know the options for mental health care available under your employer-provided health coverage?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you *work* in?,What country do you <strong>work</strong> in?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,Does your employer offer resources to learn more about mental health concerns and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,What country do you work in?
2016,False,Not eligible for coverage / N/A,,I don't know,,I don't know,,,,,,,,,,,,51.0,m,,,,I am not sure,I don't know,I don't know,Maybe,Germany
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,34.0,M,,,,I am not sure,I don't know,Very easy,Yes,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,43.0,M,,,,,No,Somewhat difficult,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,43.0,F,,,,No,Yes,Somewhat difficult,Maybe,United States of America
2016,True,No,,Yes,,I don't know,,,,,,,,,,,,44.0,M,,,,I am not sure,No,Somewhat difficult,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,m,,,,No,I don't know,Very easy,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,50.0,M,,,,Yes,I don't know,Very easy,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,29.0,M,,,,Yes,No,Very difficult,Yes,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,29.0,M,,,,Yes,No,Very easy,Yes,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,36.0,M,,,,No,I don't know,Very easy,Yes,Canada
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,46.0,M,,,,I am not sure,I don't know,I don't know,No,United States of America
2016,True,Yes,,No,,No,,,,,,,,,,,,23.0,NB,,,,I am not sure,I don't know,Very difficult,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,41.0,M,,,,I am not sure,No,Neither easy nor difficult,Yes,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,31.0,M,,,,No,I don't know,Somewhat easy,Yes,Canada
2016,True,No,,No,,No,,,,,,,,,,,,55.0,M,,,,Yes,No,Very difficult,No,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,,No,Very difficult,No,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,28.0,F,,,,Yes,No,Somewhat difficult,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,33.0,m,,,,No,No,Very difficult,Maybe,United States of America
2016,True,Yes,,No,,No,,,,,,,,,,,,29.0,M,,,,No,Yes,Neither easy nor difficult,No,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,33.0,F,,,,I am not sure,Yes,Somewhat difficult,Yes,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,28.0,M,,,,Yes,Yes,I don't know,Maybe,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,32.0,M,,,,No,Yes,I don't know,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,36.0,F,,,,Yes,No,Neither easy nor difficult,Maybe,United States of America
2016,False,I don't know,,Yes,,Yes,,,,,,,,,,,,45.0,M,,,,I am not sure,I don't know,Somewhat easy,No,United Kingdom
2016,False,No,,Yes,,I don't know,,,,,,,,,,,,23.0,M,,,,No,Yes,Somewhat easy,No,France
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,29.0,F,,,,I am not sure,No,I don't know,No,United States of America
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,31.0,M,,,,,I don't know,Neither easy nor difficult,Maybe,Australia
2016,True,No,,No,,No,,,,,,,,,,,,29.0,M,,,,No,No,Somewhat difficult,No,Germany
2016,True,I don't know,,No,,Yes,,,,,,,,,,,,30.0,M,,,,I am not sure,No,Somewhat easy,Maybe,United Kingdom
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,55.0,M,,,,I am not sure,Yes,Somewhat easy,Yes,United Kingdom
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,38.0,F,,,,No,No,Neither easy nor difficult,Yes,United States of America
2016,True,I don't know,,No,,Yes,,,,,,,,,,,,20.0,M,,,,I am not sure,I don't know,Somewhat easy,No,Canada
2016,True,No,,No,,I don't know,,,,,,,,,,,,25.0,M,,,,Yes,I don't know,Neither easy nor difficult,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,No,No,Very difficult,No,United States of America
2016,False,No,,No,,I don't know,,,,,,,,,,,,24.0,M,,,,,No,Somewhat easy,Yes,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,29.0,M,,,,I am not sure,No,Neither easy nor difficult,No,Brazil
2016,True,No,,No,,I don't know,,,,,,,,,,,,40.0,F,,,,I am not sure,No,Somewhat easy,Yes,United States of America
2016,True,No,,No,,No,,,,,,,,,,,,30.0,M,,,,No,No,Somewhat difficult,No,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,No,No,Somewhat easy,Yes,Canada
2016,True,Yes,,I don't know,,Yes,,,,,,,,,,,,35.0,F,,,,I am not sure,I don't know,Very easy,Maybe,Canada
2016,True,No,,No,,I don't know,,,,,,,,,,,,36.0,M,,,,No,No,I don't know,No,United Kingdom
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,26.0,M,,,,No,No,Neither easy nor difficult,Maybe,Sweden
2016,False,I don't know,,Yes,,I don't know,,,,,,,,,,,,31.0,F,,,,I am not sure,I don't know,Somewhat easy,No,Netherlands
2016,False,Not eligible for coverage / N/A,,Yes,,Yes,,,,,,,,,,,,33.0,M,,,,,Yes,Very easy,Yes,South Africa
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,46.0,m,,,,I am not sure,No,Somewhat easy,No,United Kingdom
2016,True,No,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,No,Yes,Neither easy nor difficult,Yes,United States of America
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,34.0,M,,,,I am not sure,Yes,Very easy,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,41.0,M,,,,I am not sure,I don't know,Somewhat easy,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,I am not sure,I don't know,Very easy,Yes,United States of America
2016,False,Yes,,I don't know,,I don't know,,,,,,,,,,,,47.0,M,,,,No,Yes,Somewhat difficult,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,29.0,M,,,,No,I don't know,Very easy,No,United States of America
2016,False,Yes,,Yes,,I don't know,,,,,,,,,,,,36.0,M,,,,I am not sure,I don't know,I don't know,Maybe,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,Yes,No,Somewhat difficult,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,29.0,M,,,,No,I don't know,Neither easy nor difficult,Yes,United States of America
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,22.0,M,,,,,No,Very easy,Yes,United Kingdom
2016,True,Yes,,No,,Yes,,,,,,,,,,,,32.0,F,,,,Yes,No,Very easy,No,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,19.0,F,,,,I am not sure,No,Neither easy nor difficult,No,United States of America
2016,True,No,,No,,Yes,,,,,,,,,,,,30.0,M,,,,,No,Very easy,Yes,South Africa
2016,True,I don't know,,No,,Yes,,,,,,,,,,,,32.0,NB,,,,I am not sure,I don't know,Somewhat easy,Yes,United States of America
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,22.0,M,,,,I am not sure,I don't know,Somewhat easy,Yes,United States of America
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,323.0,M,,,,No,I don't know,I don't know,Maybe,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,33.0,M,,,,No,No,I don't know,Maybe,Slovakia
2016,True,No,,No,,I don't know,,,,,,,,,,,,48.0,f,,,,I am not sure,No,Very difficult,Maybe,United Kingdom
2016,True,No,,No,,I don't know,,,,,,,,,,,,45.0,M,,,,No,No,Somewhat difficult,No,Germany
2016,True,I don't know,,Yes,,Yes,,,,,,,,,,,,28.0,M,,,,I am not sure,Yes,Very easy,Yes,United Kingdom
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,44.0,M,,,,No,I don't know,Somewhat difficult,Yes,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,31.0,M,,,,,No,Somewhat difficult,No,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,31.0,f,,,,I am not sure,No,Somewhat easy,Yes,United States of America
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,29.0,M,,,,No,I don't know,Very easy,Yes,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,26.0,M,,,,Yes,I don't know,I don't know,Maybe,United States of America
2016,False,Yes,,Yes,,I don't know,,,,,,,,,,,,35.0,f,,,,Yes,I don't know,Neither easy nor difficult,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,45.0,M,,,,No,I don't know,I don't know,No,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,22.0,F,,,,I am not sure,I don't know,Somewhat easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,Yes,No,I don't know,Yes,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,M,,,,I am not sure,No,Somewhat easy,Yes,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,,No,,,,,,,,,,,,26.0,M,,,,Yes,No,Somewhat difficult,No,Denmark
2016,True,Not eligible for coverage / N/A,,I don't know,,I don't know,,,,,,,,,,,,24.0,M,,,,I am not sure,I don't know,Somewhat difficult,Maybe,Australia
2016,True,I don't know,,No,,Yes,,,,,,,,,,,,24.0,M,,,,No,I don't know,Somewhat easy,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,Yes,No,Neither easy nor difficult,Maybe,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,36.0,M,,,,,No,Very easy,Yes,Australia
2016,False,Yes,,I don't know,,I don't know,,,,,,,,,,,,41.0,M,,,,Yes,I don't know,Somewhat difficult,No,Australia
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,21.0,M,,,,I am not sure,No,Somewhat easy,No,United States of America
2016,True,I don't know,,No,,No,,,,,,,,,,,,33.0,M,,,,I am not sure,I don't know,Somewhat easy,Maybe,Bangladesh
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,I am not sure,No,Somewhat easy,Yes,India
2016,False,Yes,,No,,Yes,,,,,,,,,,,,62.0,F,,,,Yes,Yes,Neither easy nor difficult,Maybe,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,37.0,M,,,,Yes,No,Somewhat difficult,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,I am not sure,No,Somewhat easy,Yes,United States of America
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,31.0,M,,,,Yes,I don't know,Very difficult,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,28.0,M,,,,I am not sure,I don't know,Neither easy nor difficult,No,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,29.0,M,,,,Yes,I don't know,Very easy,Maybe,Norway
2016,False,Yes,,Yes,,I don't know,,,,,,,,,,,,33.0,M,,,,Yes,Yes,I don't know,Maybe,Germany
2016,False,I don't know,,Yes,,I don't know,,,,,,,,,,,,27.0,M,,,,I am not sure,No,Somewhat easy,Yes,Finland
2016,False,Not eligible for coverage / N/A,,No,,No,,,,,,,,,,,,24.0,m,,,,,No,Very easy,Maybe,Australia
2016,True,Yes,,Yes,,No,,,,,,,,,,,,42.0,M,,,,Yes,No,Very easy,Yes,United States of America
2016,True,No,,No,,I don't know,,,,,,,,,,,,28.0,m,,,,,No,I don't know,Maybe,United Kingdom
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,40.0,M,,,,No,I don't know,Somewhat difficult,Maybe,Canada
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,32.0,F,,,,I am not sure,Yes,Very easy,No,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,26.0,M,,,,Yes,No,Very easy,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,39.0,F,,,,I am not sure,I don't know,Somewhat easy,Maybe,United States of America
2016,False,Not eligible for coverage / N/A,,Yes,,I don't know,,,,,,,,,,,,38.0,M,,,,,Yes,Very easy,Yes,United Kingdom
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,No,I don't know,Very difficult,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,44.0,M,,,,,No,Very difficult,Maybe,Netherlands
2016,True,Yes,,No,,Yes,,,,,,,,,,,,24.0,M,,,,No,No,Very easy,Yes,Pakistan
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,31.0,M,,,,Yes,Yes,Somewhat easy,Yes,United States of America
2016,True,Yes,,I don't know,,No,,,,,,,,,,,,47.0,M,,,,Yes,I don't know,Somewhat difficult,Yes,United States of America
2016,True,Not eligible for coverage / N/A,,Yes,,Yes,,,,,,,,,,,,30.0,M,,,,,Yes,Very easy,Yes,Australia
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,29.0,NB,,,,I am not sure,Yes,Very easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,I am not sure,I don't know,Very difficult,Yes,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,29.0,M,,,,No,Yes,Neither easy nor difficult,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,31.0,NB,,,,I am not sure,No,Somewhat difficult,No,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,I am not sure,No,I don't know,No,Norway
2016,True,No,,No,,No,,,,,,,,,,,,29.0,M,,,,,No,Somewhat difficult,Maybe,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,29.0,M,,,,,No,Somewhat easy,Maybe,United Kingdom
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,42.0,M,,,,I am not sure,Yes,Somewhat difficult,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,26.0,F,,,,I am not sure,No,Somewhat difficult,Maybe,United States of America
2016,True,I don't know,,Yes,,I don't know,,,,,,,,,,,,26.0,M,,,,I am not sure,Yes,Very easy,Yes,Switzerland
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,24.0,M,,,,Yes,No,Somewhat difficult,Maybe,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,25.0,M,,,,No,Yes,Somewhat difficult,No,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,22.0,M,,,,Yes,No,Very easy,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,33.0,M,,,,I am not sure,I don't know,Neither easy nor difficult,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,53.0,m,,,,No,Yes,Very easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,Yes,No,Somewhat easy,Yes,Canada
2016,True,No,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,,No,Neither easy nor difficult,Maybe,United States of America
2016,True,I don't know,,No,,Yes,,,,,,,,,,,,27.0,M,,,,No,No,Somewhat difficult,No,France
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,,No,Somewhat easy,Maybe,United Kingdom
2016,True,No,,No,,Yes,,,,,,,,,,,,26.0,M,,,,,No,Somewhat difficult,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,25.0,NB,,,,No,No,Somewhat easy,Yes,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,39.0,M,,,,Yes,Yes,Somewhat difficult,Yes,United Kingdom
2016,True,I don't know,,Yes,,I don't know,,,,,,,,,,,,32.0,M,,,,I am not sure,I don't know,Somewhat easy,Yes,United States of America
2016,True,I don't know,,Yes,,I don't know,,,,,,,,,,,,33.0,NB,,,,No,Yes,I don't know,Maybe,United Kingdom
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,58.0,M,,,,No,I don't know,I don't know,Maybe,United States of America
2016,True,No,,No,,Yes,,,,,,,,,,,,30.0,M,,,,No,No,Very difficult,No,Canada
2016,False,I don't know,,I don't know,,I don't know,,,,,,,,,,,,45.0,M,,,,No,I don't know,I don't know,No,United States of America
2016,True,No,,No,,No,,,,,,,,,,,,26.0,f,,,,,No,Very difficult,No,Canada
2016,True,Yes,,No,,Yes,,,,,,,,,,,,22.0,M,,,,Yes,Yes,I don't know,No,United States of America
2016,True,I don't know,,No,,No,,,,,,,,,,,,21.0,M,,,,I am not sure,I don't know,Somewhat easy,No,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,3.0,M,,,,I am not sure,Yes,Somewhat easy,Yes,Canada
2016,False,I don't know,,Yes,,Yes,,,,,,,,,,,,34.0,m,,,,No,Yes,I don't know,Yes,United States of America
2016,True,I don't know,,Yes,,I don't know,,,,,,,,,,,,25.0,F,,,,No,I don't know,Very easy,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,27.0,M,,,,I am not sure,No,Very easy,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,25.0,F ,,,,I am not sure,No,Neither easy nor difficult,No,United States of America
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,33.0,M,,,,Yes,Yes,Neither easy nor difficult,Maybe,United Kingdom
2016,True,No,,No,,I don't know,,,,,,,,,,,,36.0,F,,,,I am not sure,No,Somewhat easy,No,United States of America
2016,True,No,,I don't know,,I don't know,,,,,,,,,,,,26.0,M,,,,No,I don't know,Neither easy nor difficult,No,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,34.0,M,,,,I am not sure,No,Neither easy nor difficult,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,34.0,M,,,,Yes,No,Somewhat difficult,Maybe,United States of America
2016,False,Yes,,No,,Yes,,,,,,,,,,,,25.0,M,,,,Yes,Yes,Neither easy nor difficult,No,United States of America
2016,True,No,,No,,No,,,,,,,,,,,,27.0,f,,,,Yes,No,Very difficult,Maybe,Canada
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,24.0,F,,,,I am not sure,No,Somewhat difficult,No,Canada
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,47.0,F,,,,I am not sure,I don't know,Somewhat difficult,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,37.0,M,,,,I am not sure,Yes,Somewhat easy,Yes,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,NB,,,,No,I don't know,Neither easy nor difficult,Maybe,United States of America
2016,False,Yes,,No,,Yes,,,,,,,,,,,,30.0,M,,,,Yes,No,Very difficult,No,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,42.0,M,,,,No,Yes,Somewhat easy,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,31.0,M,,,,No,Yes,Very easy,Yes,United States of America
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,28.0,F,,,,I am not sure,No,Somewhat easy,Maybe,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,36.0,F,,,,Yes,Yes,Neither easy nor difficult,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,36.0,F,,,,Yes,No,Somewhat difficult,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,32.0,m,,,,No,No,I don't know,No,Canada
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,41.0,F,,,,No,No,Somewhat easy,Maybe,United States of America
2016,False,Yes,,No,,I don't know,,,,,,,,,,,,36.0,M,,,,Yes,Yes,Somewhat easy,Maybe,Sweden
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,23.0,M,,,,Yes,Yes,Neither easy nor difficult,No,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,54.0,F,,,,Yes,Yes,Neither easy nor difficult,No,United States of America
2016,False,I don't know,,Yes,,Yes,,,,,,,,,,,,34.0,F,,,,I am not sure,Yes,Neither easy nor difficult,Maybe,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,36.0,m,,,,No,No,Very easy,Yes,Netherlands
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,Yes,No,Neither easy nor difficult,Maybe,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,Yes,I don't know,Somewhat easy,Maybe,United States of America
2016,True,Yes,,No,,No,,,,,,,,,,,,21.0,M,,,,Yes,No,Very difficult,No,Germany
2016,True,I don't know,,Yes,,Yes,,,,,,,,,,,,44.0,m,,,,No,Yes,Somewhat easy,Yes,United States of America
2016,True,I don't know,,I don't know,,I don't know,,,,,,,,,,,,33.0,m,,,,I am not sure,I don't know,Neither easy nor difficult,Yes,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,38.0,M,,,,No,I don't know,Very difficult,No,United Kingdom
2016,True,Yes,,Yes,,I don't know,,,,,,,,,,,,38.0,M,,,,I am not sure,Yes,I don't know,Maybe,Ireland
2016,True,I don't know,,No,,No,,,,,,,,,,,,22.0,F,,,,No,I don't know,Very difficult,No,Brazil
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,27.0,f,,,,No,No,Very difficult,Yes,Canada
2016,False,No,,No,,I don't know,,,,,,,,,,,,66.0,M,,,,No,No,Somewhat difficult,No,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,25.0,M,,,,I am not sure,No,Very difficult,No,United States of America
2016,True,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,22.0,M,,,,,No,Neither easy nor difficult,Maybe,Netherlands
2016,True,No,,No,,I don't know,,,,,,,,,,,,29.0,M,,,,No,No,Somewhat easy,Yes,Brazil
2016,True,No,,Yes,,No,,,,,,,,,,,,33.0,M,,,,No,Yes,Somewhat easy,Yes,New Zealand
2016,True,No,,No,,I don't know,,,,,,,,,,,,27.0,M,,,,No,No,Somewhat difficult,No,Sweden
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,44.0,M,,,,No,I don't know,Somewhat difficult,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,32.0,M,,,,I am not sure,I don't know,I don't know,No,United States of America
2016,False,Yes,,Yes,,No,,,,,,,,,,,,59.0,F,,,,I am not sure,Yes,Very difficult,No,United States of America
2016,True,Yes,,I don't know,,I don't know,,,,,,,,,,,,32.0,M,,,,Yes,I don't know,Neither easy nor difficult,Yes,United States of America
2016,False,Not eligible for coverage / N/A,,No,,I don't know,,,,,,,,,,,,41.0,M,,,,,Yes,Very difficult,No,United Kingdom
2016,True,No,,No,,I don't know,,,,,,,,,,,,38.0,f,,,,I am not sure,Yes,Very easy,Yes,United States of America
2016,False,No,,Yes,,Yes,,,,,,,,,,,,43.0,M,,,,No,Yes,Somewhat difficult,Maybe,United Kingdom
2016,True,Yes,,No,,Yes,,,,,,,,,,,,29.0,F,,,,Yes,Yes,Very easy,Yes,United States of America
2016,True,I don't know,,Yes,,I don't know,,,,,,,,,,,,25.0,F ,,,,I am not sure,I don't know,Very easy,Maybe,United States of America
2016,True,Yes,,Yes,,No,,,,,,,,,,,,49.0,M,,,,Yes,No,Somewhat easy,Yes,Afghanistan
2016,True,No,,Yes,,I don't know,,,,,,,,,,,,36.0,M,,,,No,No,I don't know,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,28.0,M,,,,I am not sure,I don't know,Somewhat difficult,Maybe,United States of America
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,37.0,m,,,,No,No,Somewhat difficult,No,United States of America
2016,False,Not eligible for coverage / N/A,,No,,Yes,,,,,,,,,,,,23.0,F,,,,Yes,No,Somewhat difficult,No,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,32.0,M,,,,Yes,Yes,Neither easy nor difficult,Yes,United States of America
2016,True,No,,I don't know,,I don't know,,,,,,,,,,,,28.0,M,,,,,I don't know,Somewhat difficult,Maybe,Canada
2016,False,I don't know,,No,,I don't know,,,,,,,,,,,,28.0,M,,,,I am not sure,I don't know,Neither easy nor difficult,Maybe,United Kingdom
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,29.0,M,,,,Yes,I don't know,Somewhat easy,No,United States of America
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,M,,,,I am not sure,I don't know,I don't know,Yes,United States of America
2016,True,Not eligible for coverage / N/A,,Yes,,Yes,,,,,,,,,,,,35.0,M,,,,I am not sure,Yes,Somewhat easy,Yes,Sweden
2016,False,Yes,,No,,Yes,,,,,,,,,,,,31.0,M,,,,I am not sure,Yes,Somewhat easy,Yes,United Kingdom
2016,True,Yes,,Yes,,Yes,,,,,,,,,,,,37.0,m,,,,Yes,Yes,Somewhat easy,Yes,Canada
2016,True,I don't know,,Yes,,Yes,,,,,,,,,,,,34.0,F,,,,I am not sure,Yes,Very easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,39.0,F,,,,Yes,No,Very easy,Yes,United States of America
2016,True,Yes,,No,,I don't know,,,,,,,,,,,,29.0,F,,,,Yes,No,Somewhat difficult,Maybe,United States of America
2016,True,Yes,,No,,Yes,,,,,,,,,,,,63.0,M,,,,I am not sure,Yes,Very easy,Yes,United States of America
2016,False,No,,No,,I don't know,,,,,,,,,,,,28.0,NB,,,,,No,Very difficult,No,United Kingdom
2016,True,No,,No,,No,,,,,,,,,,,,19.0,M,,,,No,No,Very easy,Yes,India
2016,True,Yes,,No,,Yes,,,,,,,,,,,,40.0,M,,,,No,No,Somewhat easy,No,United States of America
2016,False,Yes,,Yes,,Yes,,,,,,,,,,,,49.0,F,,,,Yes,Yes,Very easy,Yes,United States of America
2016,True,Not eligible for coverage / N/A,,Yes,,Yes,,,,,,,,,,,,27.0,F,,,,,Yes,Very easy,Yes,Australia
2016,False,Yes,,No,,Yes,,,,,,,,,,,,39.0,M,,,,Yes,Yes,Somewhat easy,No,United States of America
2016,False,I don't know,,Yes,,Yes,,,,,,,,,,,,35.0,M,,,,I am not sure,Yes,Neither easy nor difficult,Yes,United Kingdom
2016,True,I don't know,,No,,I don't know,,,,,,,,,,,,35.0,M,,,,No,I don't know,I don't know,Maybe,United States of America
